name,start_lon,start_lat,end_lon,end_lat
Fethiye Bay,29.0907341372411,36.6789279932655,29.1211918688052,36.6345238846889
Cocoa Beach,-80.5870887460446,28.3545742548933,-80.5877135200254,28.2676676574077
Crete Elounda Bay,25.7230193414721,35.2690835361905,25.733439187653,35.2425541837644
Latvia - Liepaja Coast,20.9986460811739,56.4652437581716,20.983547376638,56.5189918383933
Puerto Rico - San Juan Coast,-65.9976010366003,18.4524138847575,-66.0834490582721,18.4620464575692
Red Sea - Saudi West Coast,39.0833762028154,21.7054525760607,39.1109053063443,21.549456106638
Hudson River - Bear Mountain,-73.9438816513193,41.283272516519,-73.9846481535666,41.3184748147795
Potomac River - Alexandria,-77.0394024359501,38.7725739405846,-77.0262821823533,38.8499803772118
Chesapeake Bay - Bay Bridge East,-76.3351792835453,38.985927802042,-76.3935032849223,38.9984564801136
Lake Titicaca Puno Shore,-69.996037368611,-15.8626718340906,-70.0211845213383,-15.7872344653239
Estonia - Tallinn Bay,24.7928464020543,59.4428689481378,24.6494222583577,59.4695797415817
Belize - Ambergris Caye,-87.9831484876364,17.8857943007572,-87.9249664106743,17.9706129960682
Clutha River - Balclutha,169.764175268523,-46.2497931027327,169.713344429655,-46.2182832224566
Congo River - Kinshasa,15.3098812022832,-4.28060552484595,15.2576051918587,-4.31400753826326
Rehoboth Beach,-75.0809220631706,38.808821710717,-75.0437141674635,38.4519794534627
Potomac River - Dahlgren,-77.0527960281637,38.3214146635694,-77.0600590256905,38.3460411745437
Amalfi Coast Positano,14.4946553876834,40.6283890411058,14.4733618213457,40.6241380329226
Costa Rica - Manuel Antonio,-83.9568462598724,9.31543540195164,-84.1214770090484,9.37262270618283
Tarifa Beach,-5.60707068866005,36.0052988695787,-5.65998123515878,36.0551931765974
Amazon River - Manaus,-59.979270424657,-3.17928935507608,-60.127341858107,-3.06793290558933
Tel Aviv Beach,34.775185,32.120735,34.754822,32.039265
Zuma Beach,-118.8097993253,34.0009985961914,-118.850565827547,34.0319407697169
Nigeria - Lagos Bar Beach,3.64507222727885,6.42341920443853,3.44651124650686,6.4199269009654
Swansea Bay,-3.84885511993666,51.6171696768513,-3.99450555421087,51.5926749742343
Oregon Dunes Coast,-124.146765100712,43.9504594630925,-124.158948193337,43.8728183384994
Ghana - Accra Coast,-0.159325413718077,5.55411251599749,-0.206824099660492,5.53744281722951
Mozambique Channel - Mayotte,45.244898421696,-12.7632996599822,45.1989189615467,-12.8272718860444
Antigua - Dickenson Bay,-61.8648382987172,17.1321993863826,-61.8476570142451,17.165034303922
Dnieper River - Kyiv,30.622605,50.456437,30.527353,50.513549
Durban North Beach,31.0408556848225,-29.8100384430508,31.0457977446315,-29.8733872176779
Yangtze River - Wuhan,114.397212553436,30.6737686197906,114.141104031776,30.3770959818338
Chesapeake Bay - Smith Island,-75.990907595192,37.9677283952969,-76.047719,38.007693
Brighton Beach,-0.109485223908859,50.8115687120346,-0.247716467161055,50.8261238712247
Praia da Rocha,-8.5204698578632,37.1114888222839,-8.56518024586397,37.1186505988796
Punta Cana Bavaro Coast,-68.3844524093196,18.6631756060115,-68.4737950885742,18.7442493693989
Kodiak Island East,-152.329230901264,57.8152789140528,-152.517053579243,57.7176823554914
Chesapeake Bay - Chesapeake Bay Bridge-Tunnel South,-76.1200133558733,36.9352730151346,-76.084713625958,37.0283525348454
Cyprus Paphos Coast,32.4063437592207,34.7535650636905,32.4004865031507,34.7841381217539
Limpopo River - Mozambique Border,32.8874151486375,-24.4224646093409,32.8532600241795,-24.3674044146638
Potomac River - St. George Island,-76.452277,38.102273,-76.517746,38.16772
Puget Sound Whidbey Island,-122.599902820994,48.206049805949,-122.554919094376,48.1181176385609
Hanalei Bay,-159.489375011354,22.2296628757001,-159.514610022923,22.2055332800309
Redwood Coast Trinidad,-124.115565450045,41.0277455888754,-124.144305053162,41.0566078775844
Rhine River - Düsseldorf,6.75590681261842,51.1802705007579,6.76879277597235,51.2458257754904
Lake Balkhash East,75.0965839708959,46.7850688254389,74.9599146625966,46.8256950442534
River Brent - Brentford,-0.305886341506325,51.4807957496852,-0.33082849027111,51.4946855347068
Danube Bend Visegr�d,18.9953953570821,47.8187137154033,18.9420943268454,47.765197059907
Hudson River - Manhattan South,-74.0342005399191,40.6862226530159,-74.0132706115622,40.7580770357813
Punta del Este,-54.8587058557988,-34.9174897476794,-54.9496104700055,-34.9721595932768
Manly Beach,151.301824530321,-33.7655313578234,151.291171645843,-33.8018604173139
Bora Bora Beach,-151.758933367634,-16.4996020231359,-151.73628531083,-16.5456950530538
Dominican Republic - Puerto Plata,-70.6626956113605,19.7537772576376,-70.7356379736192,19.7990474734409
Danube River - Vienna,16.4841944380169,48.1761668013968,16.3744685076395,48.2607240925652
Nile River - Luxor,32.6241772481049,25.6795644766244,32.653317097053,25.7314168489855
New Caledonia - Nouméa,166.435791351925,-22.3039635216935,166.42535122261,-22.2423524117002
Long Island - Fire Island West,-73.0452614250571,40.6668252581313,-73.2433147769713,40.6213154932913
Laguna Beach Coast,-117.761828831345,33.5149995662304,-117.812279330295,33.5513247017878
Lake Tanganyika - Kigoma,29.6656589032382,-4.91764877764752,29.6211803649569,-4.91108358825868
St. George Island Coast,-84.7956150911961,29.6817655407806,-84.9539952953293,29.6133498822992
Santa Barbara Channel East,-119.65804714936,34.4210340755733,-119.70521758491,34.3951322289555
Naples Coast,-81.8275774849289,26.1752640608101,-81.8116457484184,26.1006667612321
Calanques Coast Marseille,5.36512576403763,43.3152085506736,5.34862782610721,43.2793998529283
Iceland South Coast,-18.957792058597,63.4138488151895,-19.1009694291974,63.4026038305127
Volga River - Kazan,49.0963218972329,55.7481944089692,49.0354064341052,55.7972835067315
Blackpool Beach,-3.05558740618854,53.8524893872381,-3.06320183907955,53.7775641532409
Yangtze River Three Gorges East,111.098332719127,30.8558997379844,111.000370111357,30.8145965965006
Rio Paraná - Corrientes,-58.7647927837723,-27.4249775730913,-58.8867332860447,-27.4803981237891
Rhodes Faliraki,28.2270939323352,36.3732018301211,28.2028351301119,36.3370661950942
Lake Issyk-Kul South,77.637071170311,42.190373558894,77.2832929036848,42.1811147620841
Santo Domingo Malecon,-69.8276022082244,18.4655813750211,-69.9931282647631,18.4197222915969
Big Sur Coast South,-121.674973752883,36.1570954307779,-121.593128361398,36.0483124257199
Mombasa Nyali,39.7247320145337,-4.02604152142421,39.7042316182888,-4.05894313222988
Cannon Beach,-123.971437902349,45.9116931594473,-123.96394061458,45.8453623321255
Rockaway Beach,-73.8111077056962,40.5839322797028,-73.8951492808167,40.5561968637409
Fiji - Coral Coast,177.803524160676,-18.2418637869924,177.637470951092,-18.196798531091
Long Island - Long Beach,-73.6365319011386,40.581350370568,-73.7376671892809,40.5834262989329
Yangtze River - Yichang,111.368718302457,30.6093270032989,111.260432280864,30.7292937686725
Murray River - Echuca,144.785886839418,-36.1312056095162,144.695172586034,-36.0916349662301
Whitehaven Beach,149.057635171037,-20.2963202998129,149.022876017047,-20.2532840970918
Seine River Rouen,1.1036119959384,49.4344466886111,1.04865140981518,49.4441588727811
Marbella,-4.84504167395693,36.5036020208241,-4.93807442453496,36.4976381009859
Amalfi Coast,14.6297505584139,40.6497418634037,14.5743994885527,40.6133657485704
Hokkaido North Coast,141.645921683857,45.451645375656,141.716538227351,45.3970729617993
Goa Calangute,73.7478531398508,15.5609081048719,73.7671820848817,15.5003356905211
Jamaica - Ocho Rios,-77.0720175901644,18.4161888194522,-77.1243424110566,18.4140399883294
Siesta Key,-82.5531450806028,27.2612702374116,-82.4717194591358,27.1015887114002
Byron Bay,153.577093954626,-28.6041792759802,153.630468200563,-28.6518960218821
Long Beach Peninsula,-124.065622579955,46.4019119262678,-124.075931350639,46.3079076840768
Ohio River - Cincinnati,-84.4572950995433,39.1200960827164,-84.5402338454948,39.0793682273242
South Padre Island,-97.1689221077063,26.1458409785947,-97.1583399984064,26.0866919993624
Osaka Bay Kobe,135.253487962601,34.7069674671059,135.165721167709,34.6516994046601
Limassol Beach,33.0814175923868,34.6919548534749,33.0360735277746,34.6680621108556
Samana Bay Entrance,-69.3164003699918,19.1944690404452,-69.3367690306037,19.2017404738298
Togo - Lomé Coast,1.28611725687403,6.13178516328778,1.16964938070771,6.09924399281441
Da Nang Beach,108.223787063187,16.1320084520119,108.39730827426,15.8777251436805
Kodiak Island South,-153.234294109203,57.2275932023932,-153.326760658362,57.1891037703393
Honolulu Ala Moana,-157.830636700179,21.2863517780938,-157.859312849688,21.2926506933107
Larnaca Beach,33.6505118921352,34.950908389289,33.639334295135,34.8998433526298
Danube River - Bratislava,17.1482120344825,48.1351387911861,17.0445386020441,48.1412625132032
Marin Headlands Coast,-122.613354985768,37.8774247247675,-122.581296270878,37.8545821570629
Congo River - Kisangani,25.2170637661333,0.489430568879081,25.1289852779812,0.517324674075025
Waikato River - Hamilton,175.301681299567,-37.8080405474567,175.225643364375,-37.7207016047883
Cape Cod Chatham,-69.9469193954192,41.705166791956,-69.945786992579,41.6660320143466
Rhine River - Koblenz,7.58900386763717,50.32116067751,7.61633772929703,50.3861880014076
Okinawa West Coast,127.707425430083,26.424970258822,127.752233439019,26.2982272944905
Ocean Beach SF,-122.516700498519,37.7803180695571,-122.497332505114,37.6713550450846
Santa Monica Beach,-118.544524197888,34.0373286037762,-118.485170669712,33.9958998234905
Hudson Bay - Rankin Inlet,-92.0734054436335,62.8203269056185,-92.0722079601703,62.7954878679875
Gulf of California - Loreto,-111.33651654347,26.0388416712535,-111.336360349975,25.9817096596481
Samana Peninsula North,-69.1831126251903,19.2979990606639,-69.2116531599013,19.2942316271398
Guatemala - Puerto Barrios,-88.6024166477326,15.7093301516012,-88.6016356802566,15.7433085182257
Costa Rica - Puerto Viejo,-82.733968337574,9.65039784197899,-82.7903062172124,9.67786918039102
Danube River - Belgrade,20.5255058844273,44.8253202557184,20.3751696452981,44.8668484183861
Destin East Pass,-86.3974379570375,30.3782430878552,-86.5056410008377,30.3810054039042
Edisto Island Coast,-80.2538303998492,32.5291433521525,-80.3309899864783,32.4777697493771
Grenada - Grand Anse,-61.75409711062,12.0331951801626,-61.7970503218001,12.0082557169262
Falkland Islands - East Falkland,-57.804027070607,-51.6934425897036,-57.9196102570554,-51.6865678844879
Nantucket South Shore,-70.0556985782006,41.2429848436109,-70.0941277804795,41.2419252668859
St. Lawrence River - Montreal,-73.5453832345952,45.431932571355,-73.5103958916703,45.5650606347939
Thames River - Putney to Chelsea,-0.165190169658,51.4826955871238,-0.212829185694068,51.4659743013079
Panama - Panama City Coast,-79.5498467927908,8.94269828935423,-79.4677297176734,9.00153576835617
Chesapeake Bay - Middle River,-76.3960023808455,39.2955937543814,-76.43848701154,39.31976486326
Turkish Riviera Antalya,30.6798077090344,36.8833096560976,30.5957194765794,36.8292375469508
Palos Verdes Cliffs,-118.348862558869,33.7318606531718,-118.403764572432,33.7400438124188
Cox's Bazar,91.9435594513064,21.4614241466815,91.9906127417352,21.4034488607846
Belize - Placencia,-88.3625034391046,16.5155842016701,-88.3598481496862,16.5871511085606
Latvia - Riga Gulf,24.0306221454819,57.061426892623,23.9322202435063,57.011001720444
Mekong River - Phnom Penh,104.98187133215,11.547089650379,104.88478731279,11.6432682058053
New Caledonia - Bourail,165.465177641433,-21.6481339761624,165.258270070762,-21.561137899499
Columbia River - Hood River,-121.428061123252,45.6989648659894,-121.563637077086,45.717288973081
Elbe River Dresden,13.7472939183889,51.0533251231904,13.729917392048,51.0653509465059
Half Moon Bay Coast,-122.463477565029,37.4950018323471,-122.438798992788,37.4232148396994
Greenland South Cape,-45.2229062358066,60.1401106799024,-45.2588683576658,60.1387901153193
Mekong River - Luang Prabang,102.169839300808,19.9184328797386,102.120391246829,19.8831161560407
Rhodes Lindos Coast,28.0854459563755,36.0970976478803,28.0901439638483,36.0860339995202
Mykonos South Coast,25.3484478157951,37.4095462670788,25.321894921611,37.4176101612436
Potomac River - Mount Vernon,-77.1042227364584,38.6958148493974,-77.073608811399,38.7111732661579
Mackenzie River - Norman Wells,-126.727171127281,65.2594992276286,-126.913770289548,65.2844146168729
Mobile Bay Entrance,-87.9046954236285,30.5493084476203,-87.9334350267454,30.4906432465346
Long Island Sound - Old Saybrook,-72.3699978969317,41.2775210026302,-72.3654682855708,41.2907839345506
Ohio River - Louisville,-85.6921608725983,38.2873479872442,-85.8427314019716,38.229703900054
Lake Victoria - Entebbe,32.5467699483556,0.0786003190098714,32.4514431058169,0.0311565679609924
Big Sur Coast North,-121.837571181387,36.2502360500227,-121.881773940529,36.2940581885029
Jimbaran Bay,115.167188903669,-8.75098071508095,115.162850873393,-8.78755860887578
Penang Batu Ferringhi,100.258422165971,5.48413762360842,100.208342626573,5.46117980299695
Gold Coast Surfers Paradise,153.43091880783,-27.9353345301069,153.455519283324,-28.0875587363382
Grand Isle Coast,-89.9566874668246,29.2502214553775,-90.0388452453001,29.1995135187112
New Smyrna Beach Coast,-80.8376231123465,28.9669352269733,-80.8946079159284,29.0701395752409
Gulf of Mexico - Yucatán North,-89.5575080471818,21.3086723490669,-89.8440768378288,21.2515239909832
Missouri River - Sioux City,-96.3855580377605,42.4771563374277,-96.4480354358407,42.489827052896
Amazon River - Macapá,-51.0157943155873,0.0774303430284916,-51.0951406111491,-0.062831379499627
Okinawa Naha Coast,127.656424539832,26.0801506437519,127.636483423977,26.1971828053641
Skeleton Coast South,14.504503916681,-22.5876320327765,14.523173920404,-22.6915270854738
Panama - Bocas del Toro,-82.2423297872436,9.34360218742759,-82.261600159714,9.37303808925003
Daytona Beach,-81.0331773683379,29.3216231667689,-80.9700751962768,29.1809859142248
Potomac River - Widewater,-77.3140989551466,38.3902353061397,-77.3668741430428,38.4368105237782
Chesapeake Bay - Baltimore Harbor Entrance,-76.5623875016078,39.2598051939901,-76.6095969855321,39.2848349269611
Colorado River - Lake Havasu,-114.315946512794,34.4370254262282,-114.373425719028,34.5075891277428
Red Sea - Eritrea Coast,39.4657314726897,15.6193899450671,39.4458168020518,15.5861056015652
Outer Banks Nags Head,-75.6401088418699,35.9949188797242,-75.5613873202889,35.8492048306036
Hilton Head Island,-80.7252223683643,32.1510621403007,-80.8139402736381,32.1067506732312
Nha Trang,109.206673527569,12.2901419991579,109.205419831044,12.1922305053792
Chesapeake Bay - Gibson Island,-76.4302478046682,39.0603371677516,-76.4193142600042,39.0802245422346
Thames River - London,-0.129251175154876,51.4847349745306,-0.117634283949435,51.5091055751437
Chesapeake Bay - Tangier Island,-75.9993148324571,37.8135456387596,-75.9990024454667,37.8482113324702
Malibu Beach,-118.679475377742,34.0303389152268,-118.731644005139,34.0316333454427
Po River Ferrara,11.723038423224,44.9272335434969,11.5950573780951,44.8879622197315
East River - Brooklyn Navy Yard,-74.0349815073951,40.6458519561141,-74.0050314046904,40.6995162326174
Nungwi Beach,39.3077914779593,-5.72199249082501,39.2930842740462,-5.72371359061458
Mykonos Beach,25.3277033672138,37.4640963017241,25.3232128042268,37.4282896076298
Greenland West Coast,-51.7205556361397,64.1974329116598,-51.7584065264766,64.170429091989
Nice Beach,7.2853783561101,43.6980258806593,7.22568315466366,43.6792489136929
Alexandria Corniche,30.005910569127,31.285414337915,29.8401502223468,31.152673803599
Bay of Bengal - Nicobar Islands,93.9449533438733,6.99163112739016,93.9256701586554,7.0112337893981
Yellow River - Zhengzhou,113.778120034761,34.8963989584561,113.487526917989,34.9628480962536
Chesapeake Bay - Kent Island East,-76.3293077583949,38.8641958767799,-76.3439899469438,38.924978761632
Virginia Beach,-75.9890841585216,36.9154508526119,-75.9664436389996,36.8295119587378
Bahamas - Nassau Coast,-77.2561062673937,25.0604053633454,-77.3498223645142,25.0909633281941
Lithuania - Klaipeda Coast,21.1462489341371,55.6628443073452,21.1092831402733,55.7297451472233
Chesapeake Bay - Solomons Island,-76.4562686647594,38.3160954329626,-76.4657964679667,38.3304936004459
Colorado River - Moab,-109.58359599521,38.5600437929014,-109.558370745735,38.6099801947639
Nile River - Jinja,33.2008820821629,0.415700499796441,33.179573251015,0.456113983700397
Lake Malawi - Monkey Bay,34.9314785415431,-14.1016709558997,34.9195077744501,-14.0635357557672
Chesapeake Bay - Oxford,-76.1783076969099,38.6743563013433,-76.1704980221498,38.6964243732314
Ghana - Cape Coast,-1.23687291535909,5.10295357376985,-1.32315304285854,5.09510491787294
Sicily Taormina Coast,15.30831367412,37.8784894773855,15.2782464262941,37.8391045476481
Loire River - Nantes,-1.51011530958491,47.2165261555062,-1.61710785379636,47.1929155977171
Hudson River - Tappan Zee,-73.8938216361076,40.9961961244857,-73.8872615093091,41.1410382719566
Guinea-Bissau - Bissau Coast,-15.5703427074539,11.8672259118699,-15.5894520053822,11.8369159211285
Orinoco River - Ciudad Bolívar,-63.4853458114221,8.15154755478754,-63.599054675928,8.14350747357855
St. Lucia - Rodney Bay,-60.9524730448774,14.0697957132232,-60.9620008480846,14.0918768990538
Pismo Beach,-120.648470102426,35.1409754048699,-120.636911783781,35.0338711795379
Patuxent River - Solomons North,-76.4560343745167,38.3237467301635,-76.4609935179893,38.3424005618924
Marco Island Coast,-81.7576027990788,25.9507676455551,-81.6895024351713,25.8507286861505
Chesapeake Bay - St. Michaels,-76.1843992432227,38.7668503162736,-76.2220028271922,38.7913399438389
French Riviera Monaco,7.46,43.76,7.40823430217772,43.7205010949231
Thames River - Westminster Loop,-0.12451655983165,51.4879339788468,-0.164053038303949,51.4828884161993
Bondi Beach,151.285900115381,-33.888866455515,151.269426582684,-33.9043178279356
Sakhalin Island,142.212556296851,50.9731346752434,142.133085229533,50.8950285651338
Costa Blanca Alicante,-0.442850037935494,38.3618518458364,-0.510110861805651,38.3229564192812
Long Island Sound - Northport,-73.3580974717567,40.8918273914101,-73.3554421823383,40.9234636508146
Mozambique Channel - Madagascar West,43.3775685787392,-21.7309874045164,43.3469278079231,-21.7500381268686
Kuta Beach,115.143123817988,-8.67127297878603,115.16768310965,-8.7265165633444
Dalmatian Coast Hvar,16.4448654040304,43.1666453080781,16.4261221846065,43.17397862124
Langkawi Cenang,99.7162438850597,6.30294826372836,99.7342549474749,6.25851836696439
Copacabana,-43.1586416140691,-22.9592927845846,-43.1923794090324,-22.9899949092426
Jekyll Island Coast,-81.4007201867326,31.1024813020819,-81.4047812176078,31.0540551382794
Norwegian Fjords - Aurlandsfjord,7.23079147512315,60.8910764666398,7.18419374905509,60.9051619962741
Lake Balaton North Shore,17.9785757033353,46.9847385849272,17.8638711052984,46.9345013665153
Biarritz Grande Plage,-1.52807756153282,43.5242385388333,-1.593678,43.446291
Lake Poyang North,116.020075171172,29.2992977795757,115.919185079362,29.2718128141505
Mississippi River - St. Louis,-90.1921735660713,38.5970415758916,-90.1759294425704,38.679759645608
Venice Beach,-118.484077315246,33.99460484836,-118.435032557753,33.9233508294739
Niger River Niamey Bend,2.13524549973011,13.4792615627388,2.06781383922458,13.5215499804336
Monterey Bay,-121.830659619225,36.6510170958386,-121.878836013,36.6026140430001
Sarasota Bay Entrance,-82.5509583716701,27.34662687123,-82.5873514560518,27.4156967825577
Outer Hebrides - Harris,-6.96740468301081,57.895344932649,-7.07166384105696,57.8290820797051
Persian Gulf - UAE Coast,55.3446474308081,25.324593373158,54.9877452942779,24.9718307340004
Yangtze River - Nanjing,118.78816062206,32.1570112159584,118.58476740503,31.9332235972698
Cyprus Ayia Napa,34.017810658192,34.9813781832966,33.9607512219767,34.9856672441816
Baltic Coast Gdynia,18.5470590127764,54.5370610028915,18.5699023114493,54.4858287196962
Delaware River - Trenton,-74.765267,40.187892,-74.814755,40.262104
Outer Banks Kitty Hawk,-75.734449712971,36.1499501292054,-75.6691608319772,36.0401468403269
Folly Beach Coast,-79.8914614909841,32.6753640822213,-79.9608894996007,32.6427523872041
Hudson River - Manhattan West Side,-74.0120210636006,40.7599700064065,-73.93,40.88
Labrador Coast South,-55.633745,52.053008,-55.716217,51.986983
Samoa - Apia Coast,-171.716994985721,-13.8461335590811,-171.779277141932,-13.8129567040903
Nusa Dua,115.240715771273,-8.80074530330344,115.214577766061,-8.83672142344827
Vanuatu - Espiritu Santo,167.184904631427,-15.514299429881,167.154648243041,-15.5276325699006
Li River - Guilin,110.290031381472,25.2563819629244,110.318036387056,25.3179480005671
Nile River - Aswan,32.8928788703148,24.0887846421299,32.8953682041445,24.119794483418
Poland - Sopot Beach,18.6446433394254,54.4078370899242,18.5550273215549,54.4743720141663
River Lea - Olympic Park,-0.0336840935976167,51.5643948136966,-0.0174790184706993,51.5314463402466
Danube Bend Esztergom,18.7696957565193,47.820942380077,18.7085850515226,47.7798933945025
Zambezi River - Livingstone,25.8469842005708,-17.8960309277172,25.7750497744615,-17.8547447517898
Savannah River Mouth,-80.8397122003462,32.1185250726238,-80.8726690278335,32.0802858091205
Chesapeake Bay - Cambridge,-76.0446060650182,38.5626925759684,-76.0866221152272,38.5924865659417
Matira Beach,-151.699738473477,-16.4859825879715,-151.734271879056,-16.5428876705243
Persian Gulf - Bahrain,50.4482742191165,26.1577528780486,50.4830272717983,26.0564168048499
Potomac River - Georgetown,-77.0276879238101,38.8591029495868,-77.0683327909999,38.9019375960001
Tokyo Bay Yokohama,139.815087992167,35.5338293923459,139.635992410209,35.4542261370919
Long Island Sound - Huntington Bay,-73.3837132049696,40.9064669450681,-73.4326017689673,40.9070571816926
Rio Grande - Big Bend,-103.235694,29.16142,-103.314317,29.208573
Port Aransas Coast,-97.0436158761818,27.8343006790636,-97.1510770008797,27.6983034521411
Great Lakes - Lake Michigan West,-87.8895690598259,43.141518959154,-87.8776983541907,42.9963782439316
Mississippi River - Memphis,-90.0845562478782,35.1011313000454,-90.0614396105885,35.204573749607
Lake Victoria - Mwanza,32.9069911966588,-2.55505465045342,32.8968874299381,-2.50765717324691
Negombo,79.8392042107508,7.28592839521099,79.8368613083228,7.21736561143836
Volga River - Astrakhan,47.979396551056,46.3141052627584,48.0477312052061,46.3886289479358
Baffin Island Coast,-68.5409827661252,63.7437170872878,-68.4356025250015,63.7247742672046
Honduras - Roatán,-86.4641122189351,16.385547736462,-86.5990755479966,16.3095044524272
Irrawaddy River - Mandalay,96.0475069298152,21.9507317426602,96.06508,22.001177
Aleutian Islands - Unalaska,-166.474972890843,53.9105846848247,-166.591493238263,53.8459469948795
Dauphin Island Coast,-88.0756980145926,30.2455264547022,-88.1196664834916,30.2393868737513
Long Island Sound - Oyster Bay,-73.5077308401587,40.8753540208266,-73.5403459943753,40.8782917770805
Po River Turin Bend,7.72572198640373,45.0784563953825,7.68420868400782,45.043858373892
Lake Tahoe North Shore,-120.012244062902,39.2304238106507,-120.067857580826,39.2361075780967
Grays Harbor Entrance,-123.810572832639,46.9549374849421,-124.018173389054,46.9836694514873
Cuba - Santiago Coast,-75.8749506429479,19.9862883757266,-75.836448946381,20.0259891593944
Thames River - Thamesmead Reach,0.174944046044633,51.5096205939154,0.0868899631260814,51.510228166179
Vero Beach Coast,-80.3256208350784,27.6044819787017,-80.3518613422717,27.6888817071832
Cape May,-74.8583841615156,38.9331657517533,-74.9767346998382,38.9256433756825
Volga River - Volgograd,44.496867333698,48.6769237987205,44.5933168169842,48.7685018462043
Congo River - Mbandaka,18.2623775557534,0.067494421426647,18.2312974907321,0.0392697812751037
Morro Bay Coast,-120.855738870557,35.3686456609673,-120.862298997355,35.3166631375921
Persian Gulf - Qatar Coast,51.5229830870216,25.4399555250905,51.5403596133625,25.3191224025515
San Pablo Bay East,-122.307157162614,38.0180537821541,-122.390252102061,37.9737417307309
Praia do Futuro,-38.4130878650939,-3.80264757023577,-38.4699422973469,-3.70024834270691
Great Lakes - Lake Erie North,-81.211281882287,42.6556338237277,-81.2539227064768,42.6627554095774
Sacramento River Delta,-121.59,38.09,-121.65,38.05
Cape Blanco Coast,-124.505385365692,42.9135560461892,-124.56,42.84
Sicily Palermo Bay,13.3631189332829,38.1334790368491,13.4115389167946,38.0918490939483
Cottesloe Beach,115.75316618964,-31.9509579629853,115.749102718241,-32.025289829985
Dana Point Headlands,-117.715595556766,33.45963625685,-117.745897094835,33.4993711588643
Barra da Tijuca,-43.2982005020307,-23.0167367399208,-43.4475214834424,-23.0240682515031
Hudson Bay - Churchill,-93.9761025376654,58.7698095110641,-94.1744184673919,58.7745506604371
